transaction_id,date,account,description,info,amount_orig,class,category,sub_category,rule_id,source_file,record_type,share,amount,owner,split,transaction_row_id,not_unique_id
20240331__varat__nordeansijoitukset____124710__actual__varatcsv,2024-03-31,varat,Nordean sijoitukset,,12471.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,12471.0,mkk,False,20240331__varat__nordeansijoitukset____124710__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240731__varat__nordeansijoitukset____180190__actual__varatcsv,2024-07-31,varat,Nordean sijoitukset,,18019.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,18019.0,mkk,False,20240731__varat__nordeansijoitukset____180190__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240430__varat__nordeansijoitukset____139540__actual__varatcsv,2024-04-30,varat,Nordean sijoitukset,,13954.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,13954.0,mkk,False,20240430__varat__nordeansijoitukset____139540__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240630__varat__nordeansijoitukset____165290__actual__varatcsv,2024-06-30,varat,Nordean sijoitukset,,16529.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,16529.0,mkk,False,20240630__varat__nordeansijoitukset____165290__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230630__varat__nordeansijoitukset____165290__actual__varatcsv,2023-06-30,varat,Nordean sijoitukset,,16529.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,16529.0,mkk,False,20230630__varat__nordeansijoitukset____165290__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240228__varat__nordeansijoitukset____228930__actual__varatcsv,2024-02-28,varat,Nordean sijoitukset,,22893.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,22893.0,mkk,False,20240228__varat__nordeansijoitukset____228930__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241231__varat__nordeansijoitukset____235930__actual__varatcsv,2024-12-31,varat,Nordean sijoitukset,,23593.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,23593.0,mkk,False,20241231__varat__nordeansijoitukset____235930__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240131__varat__nordeansijoitukset____238930__actual__varatcsv,2024-01-31,varat,Nordean sijoitukset,,23893.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,23893.0,mkk,False,20240131__varat__nordeansijoitukset____238930__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231231__varat__nordeansijoitukset____235930__actual__varatcsv,2023-12-31,varat,Nordean sijoitukset,,23593.0,varat,sijoitusvarallisuus,osakkeet,7,varat.csv,Actual,1.0,23593.0,mkk,False,20231231__varat__nordeansijoitukset____235930__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230516__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv,2023-05-16,osingot,O,ENNAKKOPIDÄTYS,-13.36,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.36,mkk,False,20230516__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230516__osingot__o__osinko__8905__actual__osingot20232024csv,2023-05-16,osingot,O,OSINKO,89.05,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,89.05,mkk,False,20230516__osingot__o__osinko__8905__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230417__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2023-04-17,osingot,O,ENNAKKOPIDÄTYS,-13.22,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.22,mkk,False,20230417__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230417__osingot__o__osinko__8811__actual__osingot20232024csv,2023-04-17,osingot,O,OSINKO,88.11,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.11,mkk,False,20230417__osingot__o__osinko__8811__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230316__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv,2023-03-16,osingot,O,ENNAKKOPIDÄTYS,-13.66,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.66,mkk,False,20230316__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230316__osingot__o__osinko__9105__actual__osingot20232024csv,2023-03-16,osingot,O,OSINKO,91.05,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,91.05,mkk,False,20230316__osingot__o__osinko__9105__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230216__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2023-02-16,osingot,O,ENNAKKOPIDÄTYS,-13.22,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.22,mkk,False,20230216__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230216__osingot__o__osinko__8813__actual__osingot20232024csv,2023-02-16,osingot,O,OSINKO,88.13,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.13,mkk,False,20230216__osingot__o__osinko__8813__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230116__osingot__o__ennakkopidätys__131__actual__osingot20232024csv,2023-01-16,osingot,O,ENNAKKOPIDÄTYS,-13.1,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.1,mkk,False,20230116__osingot__o__ennakkopidätys__131__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230116__osingot__o__osinko__8735__actual__osingot20232024csv,2023-01-16,osingot,O,OSINKO,87.35,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,87.35,mkk,False,20230116__osingot__o__osinko__8735__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240216__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-02-16,osingot,O,ENNAKKOPIDÄTYS,-13.22,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.22,mkk,False,20240216__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240216__osingot__o__osinko__8813__actual__osingot20232024csv,2024-02-16,osingot,O,OSINKO,88.13,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.13,mkk,False,20240216__osingot__o__osinko__8813__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230616__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv,2023-06-16,osingot,O,ENNAKKOPIDÄTYS,-13.28,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.28,mkk,False,20230616__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240116__osingot__o__ennakkopidätys__131__actual__osingot20232024csv,2024-01-16,osingot,O,ENNAKKOPIDÄTYS,-13.1,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.1,mkk,False,20240116__osingot__o__ennakkopidätys__131__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240616__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv,2024-06-16,osingot,O,ENNAKKOPIDÄTYS,-13.28,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.28,mkk,False,20240616__osingot__o__ennakkopidätys__1328__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240616__osingot__o__osinko__8856__actual__osingot20232024csv,2024-06-16,osingot,O,OSINKO,88.56,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.56,mkk,False,20240616__osingot__o__osinko__8856__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240516__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv,2024-05-16,osingot,O,ENNAKKOPIDÄTYS,-13.36,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.36,mkk,False,20240516__osingot__o__ennakkopidätys__1336__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240516__osingot__o__osinko__8905__actual__osingot20232024csv,2024-05-16,osingot,O,OSINKO,89.05,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,89.05,mkk,False,20240516__osingot__o__osinko__8905__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240417__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-04-17,osingot,O,ENNAKKOPIDÄTYS,-13.22,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.22,mkk,False,20240417__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240417__osingot__o__osinko__8811__actual__osingot20232024csv,2024-04-17,osingot,O,OSINKO,88.11,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.11,mkk,False,20240417__osingot__o__osinko__8811__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240316__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv,2024-03-16,osingot,O,ENNAKKOPIDÄTYS,-13.66,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.66,mkk,False,20240316__osingot__o__ennakkopidätys__1366__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240316__osingot__o__osinko__9105__actual__osingot20232024csv,2024-03-16,osingot,O,OSINKO,91.05,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,91.05,mkk,False,20240316__osingot__o__osinko__9105__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240716__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv,2024-07-16,osingot,O,ENNAKKOPIDÄTYS,-13.22,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,-13.22,mkk,False,20240716__osingot__o__ennakkopidätys__1322__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240716__osingot__o__osinko__8813__actual__osingot20232024csv,2024-07-16,osingot,O,OSINKO,88.13,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.13,mkk,False,20240716__osingot__o__osinko__8813__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240116__osingot__o__osinko__8735__actual__osingot20232024csv,2024-01-16,osingot,O,OSINKO,87.35,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,87.35,mkk,False,20240116__osingot__o__osinko__8735__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20230616__osingot__o__osinko__8856__actual__osingot20232024csv,2023-06-16,osingot,O,OSINKO,88.56,tulot,pääomatulot,osinkotulot,15,osingot-2023-2024.csv,Actual,1.0,88.56,mkk,False,20230616__osingot__o__osinko__8856__actual__osingot20232024csv__mkk,"just a dummy value for migration, will be created for future runs"
20240228__spankki__omatilisiirto__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-02-28,s-pankki,Oma tilisiirto,KORTTIOSTO,-500.0,pois,sisäinen tilisiirto,,16,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240228__spankki__omatilisiirto__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20231229__spankki__pohatta__hyvityskorko__036__actual__spankki_2023_072023_12csv,2023-12-29,s-pankki,P.Ohatta,HYVITYSKORKO,0.36,tulot,passiiviset tulot,korkotulot,5,s-pankki_2023_07-2023_12.csv,Actual,1.0,0.36,mkk,False,20231229__spankki__pohatta__hyvityskorko__036__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230331__penno__palkka__matkakorvauksia__2000__actual__pennoxlsx,2023-03-31,penno,Palkka,Matkakorvauksia,200.0,tulot,ansiotulot,,21,penno.xlsx,Actual,1.0,200.0,mkk,False,20230331__penno__palkka__matkakorvauksia__2000__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230330__penno__palkka____10000__actual__pennoxlsx,2023-03-30,penno,Palkka,,1000.0,tulot,ansiotulot,,21,penno.xlsx,Actual,1.0,1000.0,mkk,False,20230330__penno__palkka____10000__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20241201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-12-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20241201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230101__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-01-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230101__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20230501__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-05-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230501__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20230201__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-02-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230201__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20241101__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-11-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20241101__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230601__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-06-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230601__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20231201__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-12-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20231201__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20231101__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-11-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20231101__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20231001__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-10-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20231001__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230901__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-09-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20230901__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230801__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-08-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20230801__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230701__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv,2023-07-01,s-pankki,Prisma,KORTTIOSTO,-1500.0,menot,ruoka,ruoka,4,s-pankki_2023_07-2023_12.csv,Actual,1.0,-1500.0,mkk,False,20230701__spankki__prisma__korttiosto__15000__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230401__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-04-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230401__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20240201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-02-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240201__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240301__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-03-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240301__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230301__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv,2023-03-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2023_01-2023_06.csv,Actual,1.0,-500.0,mkk,False,20230301__spankki__prisma__korttiosto__5000__actual__spankki_2023_012023_06csv__mkk,"just a dummy value for migration, will be created for future runs"
20241001__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-10-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20241001__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240501__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-05-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240501__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240901__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-09-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240901__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240601__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-06-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240601__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240701__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-07-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240701__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240401__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-04-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240401__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20240801__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv,2024-08-01,s-pankki,Prisma,KORTTIOSTO,-500.0,menot,ruoka,ruoka,4,s-pankki_2024_01-2024_12.csv,Actual,1.0,-500.0,mkk,False,20240801__spankki__prisma__korttiosto__5000__actual__spankki_2024_012024_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20231227__spankki__puuilo__korttiosto__199__actual__spankki_2023_072023_12csv,2023-12-27,s-pankki,Puuilo,KORTTIOSTO,-19.9,menot,muut menot,,9,s-pankki_2023_07-2023_12.csv,Actual,1.0,-19.9,mkk,False,20231227__spankki__puuilo__korttiosto__199__actual__spankki_2023_072023_12csv__mkk,"just a dummy value for migration, will be created for future runs"
20230311__penno__ruokakauppa____2118__actual__pennoxlsx,2023-03-11,penno,Ruokakauppa,,-21.18,menot,ruoka,ruoka,22,penno.xlsx,Actual,1.0,-21.18,mkk,False,20230311__penno__ruokakauppa____2118__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230314__penno__ruokakauppa____339__actual__pennoxlsx,2023-03-14,penno,Ruokakauppa,,-33.9,menot,ruoka,ruoka,22,penno.xlsx,Actual,1.0,-33.9,mkk,False,20230314__penno__ruokakauppa____339__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20230328__penno__ruokakauppa____274__actual__pennoxlsx,2023-03-28,penno,Ruokakauppa,,-2.74,menot,ruoka,ruoka,22,penno.xlsx,Actual,1.0,-2.74,mkk,False,20230328__penno__ruokakauppa____274__actual__pennoxlsx__mkk,"just a dummy value for migration, will be created for future runs"
20240124__nordea__smarket__xxxxx__2204__actual__nordeacsv,2024-01-24,nordea,S-MARKET,XXXXX,-22.04,menot,ruoka,ruoka,23,nordea.csv,Actual,1.0,-22.04,mkk,False,20240124__nordea__smarket__xxxxx__2204__actual__nordeacsv__mkk,"just a dummy value for migration, will be created for future runs"
20240131__varat__spankinsaldo____20000__actual__varatcsv,2024-01-31,varat,S-Pankin saldo,,2000.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,2000.0,mkk,False,20240131__varat__spankinsaldo____20000__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230630__varat__spankinsaldo____4470__actual__varatcsv,2023-06-30,varat,S-Pankin saldo,,447.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,447.0,mkk,False,20230630__varat__spankinsaldo____4470__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231031__varat__spankinsaldo____31030__actual__varatcsv,2023-10-31,varat,S-Pankin saldo,,3103.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,3103.0,mkk,False,20231031__varat__spankinsaldo____31030__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241231__varat__spankinsaldo____30110__actual__varatcsv,2024-12-31,varat,S-Pankin saldo,,3011.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,3011.0,mkk,False,20241231__varat__spankinsaldo____30110__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231231__varat__spankinsaldo____30110__actual__varatcsv,2023-12-31,varat,S-Pankin saldo,,3011.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,3011.0,mkk,False,20231231__varat__spankinsaldo____30110__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241130__varat__spankinsaldo____17050__actual__varatcsv,2024-11-30,varat,S-Pankin saldo,,1705.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,1705.0,mkk,False,20241130__varat__spankinsaldo____17050__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230930__varat__spankinsaldo____96110__actual__varatcsv,2023-09-30,varat,S-Pankin saldo,,9611.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,9611.0,mkk,False,20230930__varat__spankinsaldo____96110__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20231130__varat__spankinsaldo____17050__actual__varatcsv,2023-11-30,varat,S-Pankin saldo,,1705.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,1705.0,mkk,False,20231130__varat__spankinsaldo____17050__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230731__varat__spankinsaldo____66800__actual__varatcsv,2023-07-31,varat,S-Pankin saldo,,6680.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,6680.0,mkk,False,20230731__varat__spankinsaldo____66800__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230831__varat__spankinsaldo____65330__actual__varatcsv,2023-08-31,varat,S-Pankin saldo,,6533.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,6533.0,mkk,False,20230831__varat__spankinsaldo____65330__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20241031__varat__spankinsaldo____31030__actual__varatcsv,2024-10-31,varat,S-Pankin saldo,,3103.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,3103.0,mkk,False,20241031__varat__spankinsaldo____31030__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240228__varat__spankinsaldo____22250__actual__varatcsv,2024-02-28,varat,S-Pankin saldo,,2225.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,2225.0,mkk,False,20240228__varat__spankinsaldo____22250__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240531__varat__spankinsaldo____2010__actual__varatcsv,2024-05-31,varat,S-Pankin saldo,,201.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,201.0,mkk,False,20240531__varat__spankinsaldo____2010__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20230531__varat__spankinsaldo____2010__actual__varatcsv,2023-05-31,varat,S-Pankin saldo,,201.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,201.0,mkk,False,20230531__varat__spankinsaldo____2010__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240430__varat__spankinsaldo____28510__actual__varatcsv,2024-04-30,varat,S-Pankin saldo,,2851.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,2851.0,mkk,False,20240430__varat__spankinsaldo____28510__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
20240331__varat__spankinsaldo____39250__actual__varatcsv,2024-03-31,varat,S-Pankin saldo,,3925.0,varat,käteinen,s-pankki,6,varat.csv,Actual,1.0,3925.0,mkk,False,20240331__varat__spankinsaldo____39250__actual__varatcsv__mkk,"just a dummy value for migration, will be created for future runs"
