not_unique_id,date_current,description_current,info_current,amount_current,rule_id_current,owner_current,class_current,category_current,sub_category_current,change_description,change_reason
20230903__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-09-03,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231003__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-10-03,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231202__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-12-02,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230605__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-06-05,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230205__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-02-05,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230705__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-07-05,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230406__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-04-06,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231102__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-11-02,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230106__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-01-06,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230307__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-03-07,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230506__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-05-06,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230804__luottokortti__spotify__digital goods – large digital goods merchant__-12.99__actual__mkk,2023-08-04,Spotify,DIGITAL GOODS – LARGE DIGITAL GOODS MERCHANT,-12.99,8,mkk,menot,media,musiikki,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230315__penno__viihde__skyshowtime __-3.49__actual__mkk,2023-03-15,Viihde,SkyShowtime ,-3.49,25,mkk,menot,viihde,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230301__penno__viihde__netflix __-15.99__actual__mkk,2023-03-01,Viihde,Netflix ,-15.99,25,mkk,menot,viihde,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731__tulot__ansiotulot____3000.0__actual__mkk,2024-07-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130__tulot__ansiotulot____3000.0__actual__mkk,2024-11-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__tulot__ansiotulot____3000.0__actual__mkk,2023-01-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228__tulot__ansiotulot____3000.0__actual__mkk,2023-02-28,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__tulot__ansiotulot____3000.0__actual__mkk,2023-03-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430__tulot__ansiotulot____3000.0__actual__mkk,2023-04-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231__tulot__ansiotulot____3000.0__actual__mkk,2024-12-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630__tulot__ansiotulot____3000.0__actual__mkk,2023-06-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731__tulot__ansiotulot____3000.0__actual__mkk,2023-07-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831__tulot__ansiotulot____3000.0__actual__mkk,2023-08-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930__tulot__ansiotulot____3000.0__actual__mkk,2023-09-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031__tulot__ansiotulot____3000.0__actual__mkk,2023-10-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130__tulot__ansiotulot____3000.0__actual__mkk,2023-11-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531__tulot__ansiotulot____3000.0__actual__mkk,2023-05-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131__tulot__ansiotulot____3500.0__actual__mkk,2024-01-31,ansiotulot,,3500.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__tulot__ansiotulot____3500.0__actual__mkk,2024-02-28,ansiotulot,,3500.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331__tulot__ansiotulot____3000.0__actual__mkk,2024-03-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240430__tulot__ansiotulot____3000.0__actual__mkk,2024-04-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531__tulot__ansiotulot____3000.0__actual__mkk,2024-05-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630__tulot__ansiotulot____3000.0__actual__mkk,2024-06-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831__tulot__ansiotulot____3000.0__actual__mkk,2024-08-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930__tulot__ansiotulot____3000.0__actual__mkk,2024-09-30,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031__tulot__ansiotulot____3000.0__actual__mkk,2024-10-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231__tulot__ansiotulot____3000.0__actual__mkk,2023-12-31,ansiotulot,,3000.0,12,mkk,tulot,ansiotulot,päivityö,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231130__velat__asuntolaina____-85000.0__actual__mkk,2023-11-30,asuntolaina,,-85000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231231__velat__asuntolaina____-84500.0__actual__mkk,2023-12-31,asuntolaina,,-84500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240131__velat__asuntolaina____-84000.0__actual__mkk,2024-01-31,asuntolaina,,-84000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__velat__asuntolaina____-83500.0__actual__mkk,2024-02-28,asuntolaina,,-83500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240331__velat__asuntolaina____-83000.0__actual__mkk,2024-03-31,asuntolaina,,-83000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241031__velat__asuntolaina____-79500.0__actual__mkk,2024-10-31,asuntolaina,,-79500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240531__velat__asuntolaina____-82000.0__actual__mkk,2024-05-31,asuntolaina,,-82000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240831__velat__asuntolaina____-80500.0__actual__mkk,2024-08-31,asuntolaina,,-80500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240731__velat__asuntolaina____-81000.0__actual__mkk,2024-07-31,asuntolaina,,-81000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240630__velat__asuntolaina____-81500.0__actual__mkk,2024-06-30,asuntolaina,,-81500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240430__velat__asuntolaina____-82500.0__actual__mkk,2024-04-30,asuntolaina,,-82500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20231031__velat__asuntolaina____-85500.0__actual__mkk,2023-10-31,asuntolaina,,-85500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240930__velat__asuntolaina____-80000.0__actual__mkk,2024-09-30,asuntolaina,,-80000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230930__velat__asuntolaina____-86000.0__actual__mkk,2023-09-30,asuntolaina,,-86000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241231__velat__asuntolaina____-78500.0__actual__mkk,2024-12-31,asuntolaina,,-78500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230731__velat__asuntolaina____-87000.0__actual__mkk,2023-07-31,asuntolaina,,-87000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230630__velat__asuntolaina____-87500.0__actual__mkk,2023-06-30,asuntolaina,,-87500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230531__velat__asuntolaina____-88000.0__actual__mkk,2023-05-31,asuntolaina,,-88000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430__velat__asuntolaina____-88500.0__actual__mkk,2023-04-30,asuntolaina,,-88500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__velat__asuntolaina____-89000.0__actual__mkk,2023-03-31,asuntolaina,,-89000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228__velat__asuntolaina____-89500.0__actual__mkk,2023-02-28,asuntolaina,,-89500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__velat__asuntolaina____-90000.0__actual__mkk,2023-01-31,asuntolaina,,-90000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20241130__velat__asuntolaina____-79000.0__actual__mkk,2024-11-30,asuntolaina,,-79000.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230831__velat__asuntolaina____-86500.0__actual__mkk,2023-08-31,asuntolaina,,-86500.0,2,mkk,velat,asuntolaina,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230227__nordnet_salkkuraportti__ishares core msci world ucits etf usd (acc)__salkku 3__18489.97__actual__mkk,2023-02-27,iShares Core MSCI World UCITS ETF USD (Acc),Salkku 3,18489.97,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230430__nordnet_salkkuraportti__ishares core msci world ucits etf usd (acc)__salkku 3__18504.26__actual__mkk,2023-04-30,iShares Core MSCI World UCITS ETF USD (Acc),Salkku 3,18504.26,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__nordnet_salkkuraportti__ishares core msci world ucits etf usd (acc)__salkku 3__18313.61__actual__mkk,2023-01-31,iShares Core MSCI World UCITS ETF USD (Acc),Salkku 3,18313.61,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230331__nordnet_salkkuraportti__ishares core msci world ucits etf usd (acc)__salkku 3__18456.37__actual__mkk,2023-03-31,iShares Core MSCI World UCITS ETF USD (Acc),Salkku 3,18456.37,11,mkk,varat,sijoitusvarallisuus,kasvusalkku,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230131__menot__käteisellä lapaset____-500.0__actual__mkk,2023-01-31,käteisellä lapaset,,-500.0,13,mkk,menot,vaatteet,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20240228__menot__maksoin yrityksen kuluja käteisellä____-50.0__actual__mkk,2024-02-28,maksoin yrityksen kuluja käteisellä,,-50.0,17,mkk,pois,yrityksen kulut,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
20230228__menot__muuta____-201.0__actual__mkk,2023-02-28,muuta,,-201.0,24,mkk,menot,muut,,This row is created with new id. No comparison can be done.,This happens when owner or any source data field information changes i.e. amount or description
